ORDERNUMBER;SALES;STATUS;MONTH_ID;YEAR_ID;PRODUCTLINE;CUSTOMERNAME;CITY;COUNTRY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE
10344;1649.18;Shipped;11;2004;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Small
10367;3751;Resolved;1;2005;Classic Cars;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Medium
10380;4536;Shipped;2;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10407;4421.34;On Hold;4;2005;Classic Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Medium
10420;2078.28;In Process;5;2005;Classic Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Small
10110;3069;Shipped;3;2003;Classic Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Medium
10124;1713.8;Shipped;5;2003;Classic Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Small
10148;1506.5;Shipped;9;2003;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Small
10161;2692.12;Shipped;10;2003;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Small
10172;2422.08;Shipped;11;2003;Classic Cars;Gift Depot Inc.;Bridgewater;USA;King;Julie;Small
10182;3488.34;Shipped;11;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10192;2583.34;Shipped;11;2003;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Small
10204;1249.4;Shipped;12;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Small
10212;3374.71;Shipped;1;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10226;1265.46;Shipped;2;2004;Classic Cars;Collectable Mini Designs Co.;San Diego;USA;Thompson;Valarie;Small
10241;1681.46;Shipped;4;2004;Classic Cars;Mini Caravy;Strasbourg;France;Citeaux;Frederique;Small
10267;3204;Shipped;7;2004;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Medium
10279;2398.72;Shipped;8;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10288;2381.04;Shipped;9;2004;Classic Cars;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Small
10301;1944.54;Shipped;10;2003;Classic Cars;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe;Jan;Small
10311;2273.7;Shipped;10;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10321;2116.5;Shipped;11;2004;Classic Cars;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Small
10332;1307.32;Shipped;11;2004;Classic Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Small
10344;1726.37;Shipped;11;2004;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Small
10367;1267.77;Resolved;1;2005;Classic Cars;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Small
10380;3441.82;Shipped;2;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10407;1987.18;On Hold;4;2005;Classic Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Small
10420;3880.2;In Process;5;2005;Classic Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Medium
10104;1942.15;Shipped;1;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10115;3259.92;Shipped;4;2003;Classic Cars;Classic Legends Inc.;NYC;USA;Hernandez;Maria;Medium
10127;1213.8;Shipped;6;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Small
10141;1086.6;Shipped;8;2003;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Small
10152;1632.75;Shipped;9;2003;Classic Cars;Australian Gift Network, Co;South Brisbane;Australia;Calaghan;Tony;Small
10165;1734;Shipped;10;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Small
10176;1857.06;Shipped;11;2003;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10184;1863.41;Shipped;11;2003;Classic Cars;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel;Jose Pedro;Small
10195;2924.68;Shipped;11;2003;Classic Cars;Mini Classics;White Plains;USA;Frick;Steve;Small
10207;2294.18;Shipped;12;2003;Classic Cars;Diecast Collectables;Boston;USA;Franco;Valarie;Small
10220;1457.82;Shipped;2;2004;Classic Cars;Clover Collections, Co.;Dublin;Ireland;Cassidy;Dean;Small
10230;1955.88;Shipped;3;2004;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Small
10246;2314.4;Shipped;5;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10259;1310.96;Shipped;6;2004;Classic Cars;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Small
10271;2913.3;Shipped;7;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10282;1357.78;Shipped;8;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10292;2150;Shipped;9;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10305;2783.25;Shipped;10;2004;Classic Cars;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Small
10314;2339.92;Shipped;10;2004;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Small
10324;1729;Shipped;11;2004;Classic Cars;Vitachrome Inc.;NYC;USA;Frick;Michael;Small
10336;5972.4;Shipped;11;2004;Classic Cars;La Corne D'abondance, Co.;Paris;France;Bertrand;Marie;Medium
10349;2275.2;Shipped;12;2004;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Small
10358;2673.44;Shipped;12;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10371;2431.75;Shipped;1;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10383;2018.72;Shipped;2;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10394;1558.99;Shipped;3;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10412;1104.6;Shipped;5;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10425;2575.1;In Process;5;2005;Classic Cars;La Rochelle Gifts;Nantes;France;Labrune;Janine;Small
10107;2845.75;Shipped;2;2003;Motorcycles;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10120;3431.75;Shipped;4;2003;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Medium
10134;3273.9;Shipped;7;2003;Motorcycles;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Medium
10145;4119.4;Shipped;8;2003;Motorcycles;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Medium
10159;5355.68;Shipped;10;2003;Motorcycles;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Medium
10168;5747.5;Shipped;10;2003;Motorcycles;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Medium
10180;5355.36;Shipped;11;2003;Motorcycles;Daedalus Designs Imports;Lille;France;Rance;Martine;Medium
10188;2535.75;Shipped;11;2003;Motorcycles;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Small
10201;4351.23;Shipped;12;2003;Motorcycles;Mini Wheels Co.;San Francisco;USA;Murphy;Julie;Medium
10211;2254;Shipped;1;2004;Motorcycles;Auto Canal Petit;Paris;France;Perrier;Dominique;Small
10223;2921.28;Shipped;2;2004;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10237;2299;Shipped;4;2004;Motorcycles;Vitachrome Inc.;NYC;USA;Frick;Michael;Small
10251;2637.18;Shipped;5;2004;Motorcycles;Tekni Collectables Inc.;Newark;USA;Brown;William;Small
10263;4307.52;Shipped;6;2004;Motorcycles;Gift Depot Inc.;Bridgewater;USA;King;Julie;Medium
10275;2153.76;Shipped;7;2004;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune;Janine;Small
10285;3716.88;Shipped;8;2004;Motorcycles;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Medium
10299;5455.76;Shipped;9;2004;Motorcycles;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Medium
10309;2650.62;Shipped;10;2004;Motorcycles;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Small
10318;6437.28;Shipped;11;2004;Motorcycles;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Medium
10329;2633.4;Shipped;11;2004;Motorcycles;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10339;2278.53;Shipped;11;2004;Motorcycles;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura;Akiko;Small
10362;4846;Shipped;1;2005;Motorcycles;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Medium
10374;4197.1;Shipped;2;2005;Motorcycles;Australian Gift Network, Co;South Brisbane;Australia;Calaghan;Tony;Medium
10389;4597.65;Shipped;3;2005;Motorcycles;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Medium
10403;5287.7;Shipped;4;2005;Motorcycles;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Medium
10417;3550.05;Disputed;5;2005;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10110;1721.73;Shipped;3;2003;Classic Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Small
10123;2993.5;Shipped;5;2003;Classic Cars;Atelier graphique;Nantes;France;Schmitt;Carine;Small
10137;1295.06;Shipped;7;2003;Classic Cars;Reims Collectables;Reims;France;Henriot;Paul;Small
10148;2671.95;Shipped;9;2003;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Small
10161;1226.59;Shipped;10;2003;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Small
10172;1453.84;Shipped;11;2003;Classic Cars;Gift Depot Inc.;Bridgewater;USA;King;Julie;Small
10181;1830.22;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Small
10192;2530.01;Shipped;11;2003;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Small
10204;2241.45;Shipped;12;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Small
10212;2399.85;Shipped;1;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10226;1557.72;Shipped;2;2004;Classic Cars;Collectable Mini Designs Co.;San Diego;USA;Thompson;Valarie;Small
10241;845.25;Shipped;4;2004;Classic Cars;Mini Caravy;Strasbourg;France;Citeaux;Frederique;Small
10266;1352.4;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10278;1584.8;Shipped;8;2004;Classic Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Small
10288;2616;Shipped;9;2004;Classic Cars;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Small
10301;1129.04;Shipped;10;2003;Classic Cars;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe;Jan;Small
10311;2218.5;Shipped;10;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10321;2028.48;Shipped;11;2004;Classic Cars;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Small
10332;1759.2;Shipped;11;2004;Classic Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Small
10343;977.67;Shipped;11;2004;Classic Cars;Reims Collectables;Reims;France;Henriot;Paul;Small
10367;1463;Resolved;1;2005;Classic Cars;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Small
10379;3970.56;Shipped;2;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10407;2576;On Hold;4;2005;Classic Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Small
10420;2233.69;In Process;5;2005;Classic Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Small
10106;2481.64;Shipped;2;2003;Planes;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Small
10120;4651.53;Shipped;4;2003;Planes;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Medium
10133;3858.1;Shipped;6;2003;Planes;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10145;3501.6;Shipped;8;2003;Planes;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Medium
10168;6433.7;Shipped;10;2003;Planes;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Medium
10210;2658.96;Shipped;1;2004;Planes;Osaka Souveniers Co.;Osaka;Japan;Kentary;Mory;Small
10223;3608.76;Shipped;2;2004;Planes;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Medium
10235;2214.67;Shipped;4;2004;Planes;Royal Canadian Collectables, Ltd.;Tsawassen;Canada;Lincoln;Elizabeth;Small
10250;2747.53;Shipped;5;2004;Planes;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Small
10262;3310.92;Cancelled;6;2004;Planes;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10275;2380;Shipped;7;2004;Planes;La Rochelle Gifts;Nantes;France;Labrune;Janine;Small
10284;2310.88;Shipped;8;2004;Planes;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe;Jan;Small
10297;4061.76;Shipped;9;2004;Planes;Clover Collections, Co.;Dublin;Ireland;Cassidy;Dean;Medium
10308;3493.7;Shipped;10;2004;Planes;Mini Classics;White Plains;USA;Frick;Steve;Medium
10316;2872.25;Shipped;11;2004;Planes;giftsbymail.co.uk;Cowes;UK;Bennett;Helen;Small
10328;4114.38;Shipped;11;2004;Planes;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Medium
10339;1063.65;Shipped;11;2004;Planes;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura;Akiko;Small
10353;2008.44;Shipped;12;2004;Planes;Gift Ideas Corp.;Glendale;USA;Lewis;Dan;Small
10374;4328.6;Shipped;2;2005;Planes;Australian Gift Network, Co;South Brisbane;Australia;Calaghan;Tony;Medium
10386;1376.43;Resolved;3;2005;Planes;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10398;5552.16;Shipped;3;2005;Planes;Reims Collectables;Reims;France;Henriot;Paul;Medium
10401;3659.02;On Hold;4;2005;Planes;Tekni Collectables Inc.;Newark;USA;Brown;William;Medium
10416;4165.61;Shipped;5;2005;Planes;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10101;1404;Shipped;1;2003;Vintage Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Small
10110;710.2;Shipped;3;2003;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Small
10124;1702.8;Shipped;5;2003;Vintage Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Small
10149;1194.84;Shipped;9;2003;Vintage Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor;Sue;Small
10162;1007.14;Shipped;10;2003;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10173;977.43;Shipped;11;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Small
10182;1436.76;Shipped;11;2003;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10193;759.46;Shipped;11;2003;Vintage Cars;Australian Collectables, Ltd;Glen Waverly;Australia;Connery;Sean;Small
10205;1189.44;Shipped;12;2003;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10214;683.8;Shipped;1;2004;Vintage Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Small
10227;1226.82;Shipped;3;2004;Vintage Cars;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Small
10243;974.82;Shipped;4;2004;Vintage Cars;Diecast Collectables;Boston;USA;Franco;Valarie;Small
10280;577.6;Shipped;8;2004;Vintage Cars;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Small
10288;1106.93;Shipped;9;2004;Vintage Cars;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Small
10304;694.6;Shipped;10;2004;Vintage Cars;Auto Assoc. & Cie.;Versailles;France;Tonini;Daniel;Small
10312;1152.06;Shipped;10;2004;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10322;2624;Shipped;11;2004;Vintage Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Small
10332;3685.95;Shipped;11;2004;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Medium
10344;703.6;Shipped;11;2004;Vintage Cars;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Small
10356;9720;Shipped;12;2004;Vintage Cars;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Large
10367;834.67;Resolved;1;2005;Vintage Cars;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Small
10380;2257.92;Shipped;2;2005;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10391;8344.71;Shipped;3;2005;Vintage Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Large
10409;1801.94;Shipped;4;2005;Vintage Cars;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Small
10420;1209.6;In Process;5;2005;Vintage Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Small
10107;3155.14;Shipped;2;2003;Motorcycles;Land of Toys Inc.;NYC;USA;Yu;Kwai;Medium
10120;2848.86;Shipped;4;2003;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10134;3570.29;Shipped;7;2003;Motorcycles;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Medium
10145;3902.41;Shipped;8;2003;Motorcycles;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Medium
10158;1474.66;Shipped;10;2003;Motorcycles;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Small
10168;2186.89;Shipped;10;2003;Motorcycles;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Small
10180;1919.4;Shipped;11;2003;Motorcycles;Daedalus Designs Imports;Lille;France;Rance;Martine;Small
10188;3656;Shipped;11;2003;Motorcycles;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Medium
10201;1847;Shipped;12;2003;Motorcycles;Mini Wheels Co.;San Francisco;USA;Murphy;Julie;Small
10210;1851;Shipped;1;2004;Motorcycles;Osaka Souveniers Co.;Osaka;Japan;Kentary;Mory;Small
10223;2633.78;Shipped;2;2004;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10236;3153.6;Shipped;4;2004;Motorcycles;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez;Rosa;Medium
10250;2803.2;Shipped;5;2004;Motorcycles;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Small
10263;2311.02;Shipped;6;2004;Motorcycles;Gift Depot Inc.;Bridgewater;USA;King;Julie;Small
10275;2399.4;Shipped;7;2004;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune;Janine;Small
10285;2733.12;Shipped;8;2004;Motorcycles;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Small
10297;2096.32;Shipped;9;2004;Motorcycles;Clover Collections, Co.;Dublin;Ireland;Cassidy;Dean;Small
10308;2971.34;Shipped;10;2004;Motorcycles;Mini Classics;White Plains;USA;Frick;Steve;Small
10318;2257.58;Shipped;11;2004;Motorcycles;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Small
10329;3493.91;Shipped;11;2004;Motorcycles;Land of Toys Inc.;NYC;USA;Yu;Kwai;Medium
10340;4398.9;Shipped;11;2004;Motorcycles;Enaco Distributors;Barcelona;Spain;Saavedra;Eduardo;Medium
10363;3595.62;Shipped;1;2005;Motorcycles;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Medium
10375;2443.29;Shipped;2;2005;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune;Janine;Small
10389;3988.6;Shipped;3;2005;Motorcycles;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Medium
10402;5168.4;Shipped;4;2005;Motorcycles;Auto Canal Petit;Paris;France;Perrier;Dominique;Medium
10416;2803.2;Shipped;5;2005;Motorcycles;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10105;6341.21;Shipped;2;2003;Ships;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen;Jytte;Medium
10117;5189.78;Shipped;4;2003;Ships;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10129;6027.75;Shipped;6;2003;Ships;Stylish Desk Decors, Co.;London;UK;Brown;Ann;Medium
10142;3366;Shipped;8;2003;Ships;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10153;5456.4;Shipped;9;2003;Ships;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10167;3812.16;Cancelled;10;2003;Ships;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Medium
10177;6083;Shipped;11;2003;Ships;CAF Imports;Madrid;Spain;Fernandez;Jesus;Medium
10185;3170.7;Shipped;11;2003;Ships;Mini Creations Ltd.;New Bedford;USA;Tam;Wing C;Medium
10197;4534.6;Shipped;11;2003;Ships;Enaco Distributors;Barcelona;Spain;Saavedra;Eduardo;Medium
10208;4301.15;Shipped;1;2004;Ships;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Medium
10221;6804.63;Shipped;2;2004;Ships;Petit Auto;Bruxelles;Belgium;Dewey;Catherine;Medium
10232;5652.94;Shipped;3;2004;Ships;giftsbymail.co.uk;Cowes;UK;Bennett;Helen;Medium
10248;6960.48;Cancelled;5;2004;Ships;Land of Toys Inc.;NYC;USA;Yu;Kwai;Medium
10261;4512.6;Shipped;6;2004;Ships;Quebec Home Shopping Network;Montreal;Canada;Fresnisre;Jean;Medium
10273;2784.76;Shipped;7;2004;Ships;Petit Auto;Bruxelles;Belgium;Dewey;Catherine;Small
10283;5316.36;Shipped;8;2004;Ships;Royal Canadian Collectables, Ltd.;Tsawassen;Canada;Lincoln;Elizabeth;Medium
10293;2941.89;Shipped;9;2004;Ships;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Small
10306;3207.4;Shipped;10;2004;Ships;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Medium
10315;4215.05;Shipped;10;2004;Ships;La Rochelle Gifts;Nantes;France;Labrune;Janine;Medium
10326;4333.29;Shipped;11;2004;Ships;Volvo Model Replicas, Co;Lule;Sweden;Berglund;Christina;Medium
10337;2087.13;Shipped;11;2004;Ships;Classic Legends Inc.;NYC;USA;Hernandez;Maria;Small
10350;1711.22;Shipped;12;2004;Ships;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10372;3910.53;Shipped;1;2005;Ships;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura;Akiko;Medium
10384;2255.12;Shipped;2;2005;Ships;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10396;5720.75;Shipped;3;2005;Ships;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10414;3335.23;On Hold;5;2005;Ships;Gifts4AllAges.com;Boston;USA;Yoshido;Juri;Medium
10101;2472.96;Shipped;1;2003;Vintage Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Small
10110;1729.65;Shipped;3;2003;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Small
10124;995.5;Shipped;5;2003;Vintage Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Small
10149;2414.72;Shipped;9;2003;Vintage Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor;Sue;Small
10162;1560.47;Shipped;10;2003;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10173;1112.94;Shipped;11;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Small
10182;1138.94;Shipped;11;2003;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10193;1012.4;Shipped;11;2003;Vintage Cars;Australian Collectables, Ltd;Glen Waverly;Australia;Connery;Sean;Small
10205;913.92;Shipped;12;2003;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10214;2349.06;Shipped;1;2004;Vintage Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Small
10227;1161.12;Shipped;3;2004;Vintage Cars;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Small
10244;1764.75;Shipped;4;2004;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10255;1690.9;Shipped;6;2004;Vintage Cars;Mini Caravy;Strasbourg;France;Citeaux;Frederique;Small
10280;2137.05;Shipped;8;2004;Vintage Cars;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Small
10289;2177.1;Shipped;9;2004;Vintage Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Small
10304;1734.48;Shipped;10;2004;Vintage Cars;Auto Assoc. & Cie.;Versailles;France;Tonini;Daniel;Small
10312;865.49;Shipped;10;2004;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10322;3500.1;Shipped;11;2004;Vintage Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Medium
10332;2223.52;Shipped;11;2004;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Small
10345;2311.68;Shipped;11;2004;Vintage Cars;Atelier graphique;Nantes;France;Schmitt;Carine;Small
10356;828.36;Shipped;12;2004;Vintage Cars;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Small
10367;856.52;Resolved;1;2005;Vintage Cars;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Small
10380;1845.45;Shipped;2;2005;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10391;4042.08;Shipped;3;2005;Vintage Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Medium
10421;1828;In Process;5;2005;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10103;3680.28;Shipped;1;2003;Trucks and Buses;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Medium
10114;2925.09;Shipped;4;2003;Trucks and Buses;La Corne D'abondance, Co.;Paris;France;Bertrand;Marie;Small
10126;3415.77;Shipped;5;2003;Trucks and Buses;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Medium
10140;5105.14;Shipped;7;2003;Trucks and Buses;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Medium
10151;5098.8;Shipped;9;2003;Trucks and Buses;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo;Pirkko;Medium
10165;4661.76;Shipped;10;2003;Trucks and Buses;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10175;2969.96;Shipped;11;2003;Trucks and Buses;Stylish Desk Decors, Co.;London;UK;Brown;Ann;Small
10184;3496.32;Shipped;11;2003;Trucks and Buses;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel;Jose Pedro;Medium
